level,player_deck_hash,opponent_deck_hash,games,wins,losses,win_rate,wilson_lo,wilson_hi,confidence
EXACT,e3d8207f64216ae8,884c0683209ead35,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,cf3a7feaf2e07bff,7c0a454617fc9ab4,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,b166b6b93aa1670b,59138a345c6b933a,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,890af7220ecf499d,ec75fde5aaa1daf0,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,2fcf79f31ecdb9ff,6c534f1524e51c74,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,c560f1caa3468d1c,6c534f1524e51c74,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,e69858a31af3698a,a7ecb399eff72c6a,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,831fd3a04060c7c2,cf54338b6b99acc3,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,6b960e3ec5086fd3,7c0a454617fc9ab4,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,aa4a785fce84445d,6c534f1524e51c74,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,18b76759876ddefa,aa2398e69a3549ad,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,831fd3a04060c7c2,0cba3f750cdde2c5,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,f3a66a435b68dcf2,d17ff875cf148c46,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,d3d944ac94530cb6,6c534f1524e51c74,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,64e146b2133f7b99,ad9eb15621c47305,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,da71c738ef47665c,ad9eb15621c47305,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,6c534f1524e51c74,f2361cdbad25851b,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,59138a345c6b933a,a08c00547af63ae9,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,2b3108749e2032d7,bf4fd9046cb2d210,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,f106156986534f4a,157ad0f02530292c,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,cf54338b6b99acc3,2768139fe1eb6d0b,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,0f8ded0dab3abdd6,9c8099036f7d7f16,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,c1a4aa00d710cc27,1a0c457584213a4b,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,2d71c6f1996fb778,0155f6b15993e7a7,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,9d1dad39ec641aa0,842972d3b3962877,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,f4f9e0b2dfde5a5c,a61ad8dc4eb8b1d6,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,902b00d2b6f713c2,cf54338b6b99acc3,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,3fb280bccb7483a7,4164643d1cfb5694,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,f4f9e0b2dfde5a5c,478924c6d1995606,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,59aefb1a7dfb20a9,4a256a933ac66a7b,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,da71c738ef47665c,0078ce0f297a4597,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,aa2398e69a3549ad,0f8ded0dab3abdd6,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,73b8e8e2162f22b1,20ba66c22462a120,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,1b96d77f991ff5b1,2b3108749e2032d7,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,cf54338b6b99acc3,3c1906459f149732,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,74c27650b18b57e3,d7c3cf38cf288455,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,59138a345c6b933a,b1adeb52225c848f,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,c9d8794e26a87fa3,890af7220ecf499d,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,cf54338b6b99acc3,6948b9208b17fad2,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,59138a345c6b933a,272e624d9683e14e,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,7c0a454617fc9ab4,b4b5a378368fad61,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,b1af26bae039a041,a3f1d2935659226e,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,1e58a553d59975a3,6b960e3ec5086fd3,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,9c8099036f7d7f16,b43a53d96da0f0b5,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,dec7cdaef424b950,87878bec14a895a0,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,2b3108749e2032d7,753c7d1f9e30d5be,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,59138a345c6b933a,608037127de0670f,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,6948b9208b17fad2,8e44b412c21c5dfa,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,5f5f62912ed0d081,cf54338b6b99acc3,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,71837a73b1294f82,831fd3a04060c7c2,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,c8c1bf9764932d8d,bd3a5d98cf29cbc3,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,3f0180aa6166785a,6b960e3ec5086fd3,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,831fd3a04060c7c2,bfb8a7a58fcd4295,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,dafa1e6efd85150e,a61ad8dc4eb8b1d6,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,020506086cb2e7b0,b520caec0c3511ff,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,b3f8f5a936f62434,6c534f1524e51c74,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,59138a345c6b933a,49d41435c571ef3d,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,a75a8d5778834ad9,2b3108749e2032d7,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,bf4fd9046cb2d210,aa2398e69a3549ad,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,6c534f1524e51c74,3b336973fe7b01c6,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,4a256a933ac66a7b,2a8c2e76cea8afd6,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,a3f1d2935659226e,48dcbf6680fdded7,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,c9d8794e26a87fa3,43a84eaf17fde18d,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,815f539a0c57442e,cf54338b6b99acc3,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,831fd3a04060c7c2,b41dab6a922e3a11,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,aa2398e69a3549ad,dfc731fac71f26f1,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,a3f1d2935659226e,0b99dec21056b2f3,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,8e82656e634ac2da,2b3108749e2032d7,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,b166b6b93aa1670b,890af7220ecf499d,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,d28a5e94534aae0c,59138a345c6b933a,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,b55af43e0b922162,d7c3cf38cf288455,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,b4d63a18cb52e991,b43a53d96da0f0b5,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,4a256a933ac66a7b,ef1c3cb4eae26467,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,8417597ea8879a72,aa2398e69a3549ad,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,b4ef20e5475def6f,831fd3a04060c7c2,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,b43a53d96da0f0b5,e6c8c8b46da53cae,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,c9d8794e26a87fa3,902b00d2b6f713c2,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,bfe17f933d600385,bf935b4da2e041b7,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,b43a53d96da0f0b5,3c825a3abd501753,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,f9b67c5efbba736e,c9d8794e26a87fa3,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,cf54338b6b99acc3,95cf523ef7febb46,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,b28bceb540618967,59138a345c6b933a,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,a3f1d2935659226e,4a256a933ac66a7b,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,a27827186fbb722b,6948b9208b17fad2,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,0cba3f750cdde2c5,4a256a933ac66a7b,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,6c534f1524e51c74,5bbe78c7df6a16a2,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,1a0c457584213a4b,429baecf852e7cb3,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,834b6eda21fb1237,c560f1caa3468d1c,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,b89226f24fe868a6,64e146b2133f7b99,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,7d49edaa78ac6f8c,bd3a5d98cf29cbc3,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,9d1dad39ec641aa0,bf4fd9046cb2d210,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,7c58f3915e31351e,bf4fd9046cb2d210,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,8907612d396f895a,478924c6d1995606,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,ae0d14ce9fa3b86f,875223feb861ca74,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,63cc39b3cfe59c37,d19dd275a0b6998b,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,f90d43e354d19683,dc762c6de252f8b4,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,0078ce0f297a4597,7800c70ef460208a,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,2da70d7f4cb16df3,910dcaefeb77a2f0,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,fb8f0ed22caee7b4,478924c6d1995606,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,910dcaefeb77a2f0,219bb78661ad6ccd,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,afaa4ac744b28ee5,fcac695071c3f3cf,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,b20e3e96100a11d5,a88ac606b2d71a36,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,910dcaefeb77a2f0,0eb1f4f9633c4cd0,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,d5a00cd9fec5560e,3fc2cb03df5b2747,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,8907612d396f895a,910dcaefeb77a2f0,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,2d0a90fa804b68f1,be3a8e357b9439ff,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,fbbd8ac1e662e82c,fcac695071c3f3cf,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,fcac695071c3f3cf,00926e891310648e,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,d8c9db09b2d04f55,6e15dd0f2dd6c299,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,d8c9db09b2d04f55,b20e3e96100a11d5,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,e44a46bfcc0214e4,69252ea384766495,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,e34dae96b1984485,e13fd1ccc84b095d,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,b43a53d96da0f0b5,478924c6d1995606,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,fcac695071c3f3cf,995f93195aa795aa,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,478924c6d1995606,69252ea384766495,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,e34dae96b1984485,7d3dd55013032486,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,b20e3e96100a11d5,e69858a31af3698a,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,3fc2cb03df5b2747,219bb78661ad6ccd,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,8ff1e185fabb8099,0065b4cfff358aba,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,d19dd275a0b6998b,bd0509fb088518b1,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,7a3dfdac5c420dd6,219bb78661ad6ccd,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,495b41c6bf629ba8,14db4b34cc8fbbb7,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,69252ea384766495,6e15dd0f2dd6c299,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,aa2398e69a3549ad,e34dae96b1984485,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,147595d71b360f2c,c2ee4dbcdf7ec7e4,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,478924c6d1995606,156485fe400622e4,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,c6970cfeed44b34d,b20e3e96100a11d5,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,795a6c78e1194ccd,831fd3a04060c7c2,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,54454f5d1343798a,e34dae96b1984485,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,d9614beda9774552,b43a53d96da0f0b5,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,13ea47d998aa99fa,7d3dd55013032486,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,910dcaefeb77a2f0,0fb452788ceca249,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,ac9855a643a150ea,58c4d89cf8edc355,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,0078ce0f297a4597,b43a53d96da0f0b5,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,831fd3a04060c7c2,3371c6e0d2105401,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,831fd3a04060c7c2,c6970cfeed44b34d,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,37f2032236fb6baf,8417597ea8879a72,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,910dcaefeb77a2f0,6320e3b35bf45d3c,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,a38180053506b20f,910dcaefeb77a2f0,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,b7fe4794b7f5835b,69252ea384766495,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,4941578511f48d1e,37f2032236fb6baf,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,69252ea384766495,3fc2cb03df5b2747,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,910dcaefeb77a2f0,14db4b34cc8fbbb7,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,b7fe4794b7f5835b,40fa447486e93faf,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,8c6a91def4dd5f6c,831fd3a04060c7c2,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,c8e3597d524a0e79,248f452e8b8aa953,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,bd0509fb088518b1,478924c6d1995606,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,478924c6d1995606,219bb78661ad6ccd,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,7800c70ef460208a,0d2a3e2649f24fb1,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,219bb78661ad6ccd,831fd3a04060c7c2,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,147595d71b360f2c,b20e3e96100a11d5,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,49c73af4f8ad03d9,e34dae96b1984485,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,156485fe400622e4,b7fe4794b7f5835b,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,b43a53d96da0f0b5,2b3108749e2032d7,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,5ef1f4c673271c4f,1e1aceae4b6358f6,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,16eb558bab120cba,14db4b34cc8fbbb7,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,6e15dd0f2dd6c299,910dcaefeb77a2f0,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,37f2032236fb6baf,831fd3a04060c7c2,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,449ba799a24fb205,478924c6d1995606,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,fce93e7e9e521c17,fcac695071c3f3cf,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,7d3dd55013032486,ed8af32e00d56c9a,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,59138a345c6b933a,b20e3e96100a11d5,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,fcac695071c3f3cf,c4401e2db5bd7036,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,478924c6d1995606,14db4b34cc8fbbb7,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,0065b4cfff358aba,831fd3a04060c7c2,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,c9d8794e26a87fa3,f90d43e354d19683,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,cf827fff53a7d57b,2e79a10ee3ba9449,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,69252ea384766495,884c0683209ead35,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,e34dae96b1984485,0e05ea288ae6e6a6,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,b20e3e96100a11d5,7c58f3915e31351e,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,3fc2cb03df5b2747,156485fe400622e4,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,b5d70706436c5264,3fc2cb03df5b2747,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,69252ea384766495,7d3dd55013032486,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,69252ea384766495,afaa4ac744b28ee5,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,d9614beda9774552,01f31cfad9010e89,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,dc2ce39b94cbbb38,8be72bbfa0bafaff,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,13ea47d998aa99fa,3fc2cb03df5b2747,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,abf375974152bc4e,14db4b34cc8fbbb7,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,a38180053506b20f,7f16d36ae4847ce5,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,1e1aceae4b6358f6,b303167d8f7d6113,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,3fc2cb03df5b2747,d19dd275a0b6998b,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,898f15c46cf94538,e34dae96b1984485,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,fbbd8ac1e662e82c,c6970cfeed44b34d,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,19a01ac1cebb1e8b,680da0c6c840cf99,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,b78aa05e94236e10,fb6d7f5767de6f81,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,450b46f82d284492,058f82abd5449e39,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,d83b61b3461e6f3d,ec1564bfeb05c103,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,07ab87cf5acd3608,e34dae96b1984485,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,e34dae96b1984485,c1bdf4d2201556a3,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,7d6f431b88be3307,2655572b2591c7f6,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,f68ccef625779ef7,057fd0ffbc716756,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,0eb1f4f9633c4cd0,fb6d7f5767de6f81,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,c4ebaf6e42fc8a2a,2b38095c5eca59f6,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,dc2ce39b94cbbb38,200d57a432545513,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,058f82abd5449e39,d5466d070c71fde7,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,07ab87cf5acd3608,13ea47d998aa99fa,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,ecf06b29e2a9ff12,b43a53d96da0f0b5,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,f59e852fe5450580,e34dae96b1984485,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,42c823200429ac49,dc2ce39b94cbbb38,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,dc2ce39b94cbbb38,3fc2cb03df5b2747,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,fb6542fd45093b86,6b0907ec35e835bd,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,c4ebaf6e42fc8a2a,712e7e9d851a570b,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,c5c2d4ee92fd71f5,61f90c30a060ef40,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,c1bdf4d2201556a3,8ce08ead92022fde,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,a303839777316bee,dc2ce39b94cbbb38,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,b8e2515051817ff7,eb1222900df9baf0,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,b0ac2e64118eeabf,c1bdf4d2201556a3,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,102b0ac263351177,fb6542fd45093b86,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,e34dae96b1984485,61c5f1394e265863,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,63cc39b3cfe59c37,d83b61b3461e6f3d,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,bf4fd9046cb2d210,dc2ce39b94cbbb38,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,db6f0378eb8b85ba,7702f27dfc110b71,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,a6449dd6b7ace502,14db4b34cc8fbbb7,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,13ea47d998aa99fa,71774939c0095e11,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,a7d5394d86394bcd,5ef1f4c673271c4f,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,0d18cb26af1f820a,102b0ac263351177,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,a6441a73d162c977,fcac695071c3f3cf,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,e34dae96b1984485,e97ea339c59eb7e9,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,d562e376a3d71d6b,dc2ce39b94cbbb38,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,dc2ce39b94cbbb38,69b44e61ab6725cf,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,9dfcab39e3ed21bf,dc2ce39b94cbbb38,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,9d6219ef6950f794,dcdb898bf51e0fb7,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,19a01ac1cebb1e8b,a6449dd6b7ace502,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,5ef1f4c673271c4f,4511e2f8da72f777,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,dc2ce39b94cbbb38,a77981dc1b5cc27c,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,17d163ba9b2ec58c,f68ccef625779ef7,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,61f90c30a060ef40,0eb1f4f9633c4cd0,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,b9d645da110e5c06,19a01ac1cebb1e8b,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,2b38095c5eca59f6,b78aa05e94236e10,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,fb6542fd45093b86,db6f0378eb8b85ba,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,d27ab9465febb3da,13ea47d998aa99fa,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,dc2ce39b94cbbb38,47e257e33ef5f5a6,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,6384bf64d82fbece,b3043b6d5221e93a,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,8da9c9d12374effd,eb1222900df9baf0,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,dc2ce39b94cbbb38,1b63cff39ca1b990,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,d27ab9465febb3da,f59e852fe5450580,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,fb6542fd45093b86,766ca153ce8e65d8,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,50f4fed941e7bd61,dc2ce39b94cbbb38,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,05eb715b17b613fe,058f82abd5449e39,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,bc913d2ec5e06497,f1b53d2f908f682e,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,b42b2ee66670b06f,dc2ce39b94cbbb38,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,dc2ce39b94cbbb38,8646527a9765ecf5,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
